9.jpg	lobby	-13	158	-5	EAST	NONE	4	3	1759365241	8f724caa-ab3d-3548-a1f0-3ac4e451e401	7
thumbnail_0e5078fe144d3a10673eb6caced21c78.jpg	world	298	79	-320	NORTH	NONE	3	3	1755836377	781f5aec-20bc-33e7-8444-8ac3bf151e16	7
